Housing type,Energy,Heating system,DPE,Wall,Floor,Roof,Windows,Efficiency,clusters,Weight
Multi-family,Natural gas,Natural gas-Performance boiler,C,1.0,0.5,0.1,1.6,0.76,1,0.15829456530507974
Multi-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,2.5,1.6,0.76,2,0.15050958668351844
Multi-family,Natural gas,Natural gas-Standard boiler,D,0.5,2.0,2.5,3.0,0.6,1,0.2220390965374914
Multi-family,Natural gas,Natural gas-Performance boiler,D,2.5,2.0,0.1,3.0,0.76,0,0.2133541618894749
Multi-family,Natural gas,Natural gas-Performance boiler,D,2.5,0.5,0.5,1.6,0.76,3,0.20782217381334556
Multi-family,Natural gas,Natural gas-Standard boiler,D,1.0,2.0,2.5,1.6,0.6,2,0.19412118780096307
Multi-family,Natural gas,Natural gas-Standard boiler,D,1.0,0.5,2.5,3.0,0.6,4,0.16266337995872507
Multi-family,Natural gas,Natural gas-Performance boiler,E,2.5,2.0,2.5,3.0,0.76,1,0.280197872753653
Multi-family,Natural gas,Natural gas-Standard boiler,E,2.5,2.0,2.5,1.6,0.6,2,0.2761078932035507
Multi-family,Natural gas,Natural gas-Standard boiler,E,2.5,2.0,0.1,3.0,0.6,0,0.25717745712947415
Multi-family,Natural gas,Natural gas-Standard boiler,E,2.5,0.5,2.5,3.0,0.6,3,0.16917434965897796
Multi-family,Natural gas,Natural gas-Standard boiler,E,1.0,2.0,2.5,3.0,0.6,4,0.017342427254344175
Multi-family,Natural gas,Natural gas-Standard boiler,F,2.5,2.0,2.5,3.0,0.6,0,1.0
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.5,0.1,1.3,0.76,0,0.417980151780502
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.5,0.5,0.1,1.6,0.76,3,0.30881494454173963
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.5,0.1,3.0,0.76,1,0.18009340338587274
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.5,0.5,1.6,0.76,4,0.046993578517221246
Multi-family,Oil fuel,Oil fuel-Standard boiler,B,0.1,0.5,0.1,1.6,0.6,2,0.04611792177466433
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,3,0.29489324018498475
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,1.0,0.5,0.1,3.0,0.76,0,0.20131850831447407
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,2.0,0.1,3.0,0.76,1,0.1990553970284365
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,2.5,1.6,0.76,2,0.15330119059332875
Multi-family,Oil fuel,Oil fuel-Standard boiler,C,0.5,0.5,0.1,3.0,0.6,4,0.15143166387877596
Multi-family,Oil fuel,Oil fuel-Performance boiler,D,2.5,0.5,0.5,1.6,0.76,0,0.2517241379310345
Multi-family,Oil fuel,Oil fuel-Performance boiler,D,2.5,2.0,0.1,3.0,0.76,4,0.19381338742393509
Multi-family,Oil fuel,Oil fuel-Standard boiler,D,1.0,2.0,2.5,3.0,0.6,1,0.1883367139959432
Multi-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,2.0,2.5,3.0,0.76,2,0.18407707910750506
Multi-family,Oil fuel,Oil fuel-Performance boiler,D,2.5,0.5,0.1,3.0,0.76,3,0.18204868154158216
Multi-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,2.0,2.5,3.0,0.76,0,0.2926929815520973
Multi-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,2.0,2.5,1.6,0.76,1,0.260331856126971
Multi-family,Oil fuel,Oil fuel-Standard boiler,E,2.5,2.0,0.1,3.0,0.6,2,0.2364217252396166
Multi-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,0.5,2.5,3.0,0.76,4,0.2012779552715655
Multi-family,Oil fuel,Oil fuel-Standard boiler,E,1.0,2.0,2.5,3.0,0.6,3,0.009275481809749561
Multi-family,Oil fuel,Oil fuel-Standard boiler,F,2.5,2.0,2.5,3.0,0.6,0,1.0
Multi-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.2,0.1,1.6,0.76,1,0.35714285714285715
Multi-family,Wood fuel,Wood fuel-Performance boiler,B,0.5,0.2,0.1,1.6,0.76,0,0.305019305019305
Multi-family,Wood fuel,Wood fuel-Standard boiler,B,0.1,0.2,0.1,1.6,0.6,2,0.22007722007722008
Multi-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,2.0,0.1,1.6,0.76,4,0.08301158301158301
Multi-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.5,0.5,1.6,0.76,3,0.03474903474903475
Multi-family,Wood fuel,Wood fuel-Standard boiler,C,0.5,0.5,0.1,3.0,0.6,3,0.2754208754208754
Multi-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,2.0,0.1,3.0,0.76,2,0.23973063973063974
Multi-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,4,0.20202020202020202
Multi-family,Wood fuel,Wood fuel-Performance boiler,C,1.0,0.5,0.1,3.0,0.76,0,0.16498316498316498
Multi-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,2.5,1.6,0.76,1,0.11784511784511785
Multi-family,Wood fuel,Wood fuel-Performance boiler,D,2.5,2.0,0.1,3.0,0.76,4,0.2604698672114402
Multi-family,Wood fuel,Wood fuel-Performance boiler,D,2.5,0.5,0.5,1.6,0.76,2,0.21756894790602654
Multi-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,2.0,2.5,3.0,0.6,1,0.20633299284984677
Multi-family,Wood fuel,Wood fuel-Standard boiler,D,1.0,0.5,0.1,3.0,0.6,3,0.17262512768130744
Multi-family,Wood fuel,Wood fuel-Performance boiler,D,1.0,2.0,2.5,3.0,0.76,0,0.14300306435137897
Multi-family,Wood fuel,Wood fuel-Performance boiler,E,2.5,2.0,2.5,3.0,0.76,2,0.32379862700228834
Multi-family,Wood fuel,Wood fuel-Standard boiler,E,2.5,0.5,0.5,3.0,0.6,1,0.2391304347826087
Multi-family,Wood fuel,Wood fuel-Standard boiler,E,2.5,2.0,0.1,3.0,0.6,4,0.23684210526315788
Multi-family,Wood fuel,Wood fuel-Standard boiler,E,2.5,2.0,2.5,3.0,0.6,0,0.18649885583524028
Multi-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,2.0,2.5,3.0,0.6,3,0.013729977116704805
Multi-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,2.0,2.5,3.0,0.6,0,1.0
Single-family,Electricity,Electricity-Heat pump,A,0.1,0.2,0.1,1.6,2.5,1,0.5339366515837104
Single-family,Electricity,Electricity-Heat pump,A,0.1,0.2,0.1,1.3,2.5,0,0.3167420814479638
Single-family,Electricity,Electricity-Heat pump,A,0.1,0.5,0.1,1.6,2.5,3,0.08823529411764706
Single-family,Electricity,Electricity-Heat pump,A,0.1,0.5,0.1,1.3,2.5,2,0.06108597285067873
Single-family,Electricity,Electricity-Heat pump,B,0.5,0.2,0.1,1.6,2.5,0,0.4908526061442872
Single-family,Electricity,Electricity-Heat pump,B,0.5,0.2,0.1,3.0,2.5,1,0.25060407317915084
Single-family,Electricity,Electricity-Heat pump,B,0.1,0.2,0.1,3.0,2.5,3,0.2312737314463238
Single-family,Electricity,Electricity-Heat pump,B,0.1,0.5,0.5,1.6,2.5,2,0.014497756299620296
Single-family,Electricity,Electricity-Heat pump,B,0.1,2.0,0.1,1.6,2.5,4,0.01277183293061788
Single-family,Electricity,Electricity-Performance boiler,C,0.1,0.2,0.1,1.6,0.95,1,0.8487621097954791
Single-family,Electricity,Electricity-Heat pump,C,0.5,0.5,0.1,3.0,2.5,2,0.08848223896663078
Single-family,Electricity,Electricity-Heat pump,C,0.5,2.0,0.1,3.0,2.5,0,0.03552206673842842
Single-family,Electricity,Electricity-Heat pump,C,1.0,0.5,0.1,1.6,2.5,4,0.024973089343379978
Single-family,Electricity,Electricity-Heat pump,C,0.1,0.2,2.5,1.6,2.5,3,0.0022604951560818085
Single-family,Electricity,Electricity-Performance boiler,D,0.5,0.2,0.1,1.6,0.95,1,0.6764947184904112
Single-family,Electricity,Electricity-Performance boiler,D,0.1,0.2,0.1,3.0,0.95,0,0.30364407069360405
Single-family,Electricity,Electricity-Performance boiler,D,0.1,2.0,0.1,1.6,0.95,4,0.012152599733360681
Single-family,Electricity,Electricity-Heat pump,D,2.5,0.5,0.1,3.0,2.5,3,0.005760092981916385
Single-family,Electricity,Electricity-Heat pump,D,0.5,0.5,2.5,3.0,2.5,2,0.0019485181007076198
Single-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,0.1,3.0,0.95,1,0.5188556234500038
Single-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,0.1,1.6,0.95,3,0.21675657709712884
Single-family,Electricity,Electricity-Performance boiler,E,1.0,0.5,0.1,1.6,0.95,0,0.1439163449492496
Single-family,Electricity,Electricity-Performance boiler,E,0.5,2.0,0.1,3.0,0.95,4,0.11685373149592207
Single-family,Electricity,Electricity-Heat pump,E,2.5,2.0,0.5,3.0,2.5,2,0.003617723007695651
Single-family,Electricity,Electricity-Performance boiler,F,1.0,0.5,0.1,3.0,0.95,0,0.5319306763773687
Single-family,Electricity,Electricity-Performance boiler,F,1.0,2.0,0.1,3.0,0.95,2,0.21926630251534157
Single-family,Electricity,Electricity-Performance boiler,F,1.0,2.0,0.5,1.6,0.95,3,0.19316879088272979
Single-family,Electricity,Electricity-Performance boiler,F,0.5,0.5,2.5,1.6,0.95,1,0.055533077078697146
Single-family,Electricity,Electricity-Heat pump,F,2.5,2.0,2.5,3.0,2.5,4,0.00010115314586283633
Single-family,Electricity,Electricity-Performance boiler,G,2.5,0.5,0.5,3.0,0.95,0,0.30344596855135497
Single-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,0.5,3.0,0.95,3,0.22092912106294507
Single-family,Electricity,Electricity-Performance boiler,G,2.5,0.5,0.5,1.6,0.95,2,0.19100989341872582
Single-family,Electricity,Electricity-Performance boiler,G,1.0,0.5,2.5,3.0,0.95,1,0.14761267504659945
Single-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,0.5,1.6,0.95,4,0.13700234192037472
Single-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.2,0.1,1.6,0.76,0,0.41549648946840523
Single-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,2,0.39744232698094284
Single-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.2,0.1,3.0,0.76,4,0.11960882647943831
Single-family,Natural gas,Natural gas-Standard boiler,B,0.1,0.2,0.1,1.6,0.6,1,0.06657472417251756
Single-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.2,0.5,1.6,0.76,3,0.0008776328986960883
Single-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,0.1,1.6,0.76,2,0.3828931622742326
Single-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,0,0.3821974229816603
Single-family,Natural gas,Natural gas-Standard boiler,C,0.5,0.5,0.1,1.6,0.6,1,0.14969526618985335
Single-family,Natural gas,Natural gas-Performance boiler,C,0.1,2.0,0.1,1.6,0.76,3,0.04409595636323157
Single-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,0.5,1.6,0.76,4,0.04111819219102218
Single-family,Natural gas,Natural gas-Performance boiler,D,0.5,2.0,0.1,3.0,0.76,4,0.30799309364208816
Single-family,Natural gas,Natural gas-Performance boiler,D,1.0,0.5,0.1,3.0,0.76,1,0.2450910691312885
Single-family,Natural gas,Natural gas-Standard boiler,D,0.5,0.5,0.1,3.0,0.6,0,0.2246089782652854
Single-family,Natural gas,Natural gas-Performance boiler,D,1.0,0.5,0.1,1.6,0.76,3,0.21057620691989978
Single-family,Natural gas,Natural gas-Performance boiler,D,0.1,0.5,2.5,1.6,0.76,2,0.011730652041438147
Single-family,Natural gas,Natural gas-Performance boiler,E,2.5,0.5,0.1,3.0,0.76,3,0.30047888550282975
Single-family,Natural gas,Natural gas-Performance boiler,E,2.5,0.5,0.1,1.6,0.76,1,0.296763894935423
Single-family,Natural gas,Natural gas-Standard boiler,E,1.0,0.5,0.5,3.0,0.6,0,0.16000580467276157
Single-family,Natural gas,Natural gas-Performance boiler,E,1.0,0.5,2.5,3.0,0.76,2,0.12480046437382093
Single-family,Natural gas,Natural gas-Performance boiler,E,1.0,2.0,2.5,3.0,0.76,4,0.1179509505151647
Single-family,Natural gas,Natural gas-Performance boiler,F,2.5,2.0,0.1,3.0,0.76,1,0.30927567941040995
Single-family,Natural gas,Natural gas-Standard boiler,F,2.5,0.5,0.1,3.0,0.6,0,0.226019115614924
Single-family,Natural gas,Natural gas-Performance boiler,F,2.5,0.5,2.5,3.0,0.76,3,0.21605826807922615
Single-family,Natural gas,Natural gas-Performance boiler,F,2.5,2.0,0.5,1.6,0.76,4,0.19161676646706588
Single-family,Natural gas,Natural gas-Standard boiler,F,1.0,2.0,2.5,3.0,0.6,2,0.05703017042837402
Single-family,Natural gas,Natural gas-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,0,0.44772151898734175
Single-family,Natural gas,Natural gas-Performance boiler,G,2.5,2.0,2.5,1.6,0.76,3,0.1939240506329114
Single-family,Natural gas,Natural gas-Standard boiler,G,2.5,0.5,2.5,3.0,0.6,2,0.13949367088607595
Single-family,Natural gas,Natural gas-Standard boiler,G,2.5,2.0,0.5,3.0,0.6,1,0.13886075949367088
Single-family,Natural gas,Natural gas-Standard boiler,G,2.5,2.0,2.5,3.0,0.6,4,0.08
Single-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,1,0.586488060570763
Single-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.2,0.1,1.6,0.76,0,0.29644729178800233
Single-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.2,0.1,3.0,0.76,4,0.0675596971461852
Single-family,Oil fuel,Oil fuel-Standard boiler,B,0.1,0.5,0.1,1.6,0.6,2,0.048340128130460104
Single-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.2,0.5,1.6,0.76,3,0.0011648223645894002
Single-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,1,0.40245124840532165
Single-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,0.1,1.6,0.76,2,0.3364771277565154
Single-family,Oil fuel,Oil fuel-Standard boiler,C,0.5,0.5,0.1,1.6,0.6,0,0.11167304537998907
Single-family,Oil fuel,Oil fuel-Performance boiler,C,0.1,2.0,0.1,1.6,0.76,4,0.08223983962092218
Single-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,0.5,1.6,0.76,3,0.06715873883725168
Single-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,2.0,0.1,1.6,0.76,3,0.2878122730000316
Single-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,0.5,0.1,3.0,0.76,2,0.2445441051069071
Single-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,2.0,0.1,3.0,0.76,0,0.2371221930960427
Single-family,Oil fuel,Oil fuel-Standard boiler,D,0.5,0.5,0.1,3.0,0.6,1,0.22199412563559992
Single-family,Oil fuel,Oil fuel-Performance boiler,D,0.1,0.5,2.5,1.6,0.76,4,0.008527303161418691
Single-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,0.5,0.1,3.0,0.76,0,0.2908485856905158
Single-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,0.5,0.1,1.6,0.76,3,0.2620394580461136
Single-family,Oil fuel,Oil fuel-Standard boiler,E,1.0,2.0,0.5,3.0,0.6,2,0.18202995008319467
Single-family,Oil fuel,Oil fuel-Performance boiler,E,1.0,2.0,2.5,3.0,0.76,4,0.1468504872830996
Single-family,Oil fuel,Oil fuel-Performance boiler,E,0.5,0.5,2.5,3.0,0.76,1,0.1182315188970763
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,2.0,0.1,3.0,0.76,1,0.33920401635693753
Single-family,Oil fuel,Oil fuel-Standard boiler,F,2.5,0.5,0.1,3.0,0.6,0,0.23219563545082797
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,0.5,2.5,3.0,0.76,3,0.1860804081136888
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,2.0,0.5,1.6,0.76,4,0.17207174379529536
Single-family,Oil fuel,Oil fuel-Standard boiler,F,1.0,2.0,2.5,3.0,0.6,2,0.07044819628325033
Single-family,Oil fuel,Oil fuel-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,1,0.41955963798460083
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,2.0,0.5,3.0,0.6,2,0.1649331352154532
Single-family,Oil fuel,Oil fuel-Performance boiler,G,2.5,2.0,2.5,1.6,0.76,3,0.15763879508307443
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,2.0,2.5,3.0,0.6,4,0.13156828312846144
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,0.5,2.5,3.0,0.6,0,0.1263001485884101
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.2,0.1,1.6,0.76,3,0.49144576048129346
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,0,0.21094190637337845
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.2,0.1,3.0,0.76,4,0.15360030080842263
Single-family,Wood fuel,Wood fuel-Standard boiler,B,0.1,0.2,0.1,1.6,0.6,1,0.14269599548787365
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.2,0.5,1.3,0.76,2,0.0013160368490317729
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,0.1,1.6,0.76,0,0.5361238152051435
Single-family,Wood fuel,Wood fuel-Standard boiler,C,0.5,0.5,0.1,1.6,0.6,2,0.2383177570093458
Single-family,Wood fuel,Wood fuel-Standard boiler,C,0.1,0.5,0.1,3.0,0.6,1,0.1676940412275469
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.1,2.0,0.1,1.6,0.76,3,0.028998475508716114
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,0.5,1.6,0.76,4,0.028865911049247697
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,0.5,0.1,3.0,0.6,1,0.405929256086182
Single-family,Wood fuel,Wood fuel-Performance boiler,D,1.0,0.5,0.1,3.0,0.76,2,0.27958266180337604
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,2.0,0.1,3.0,0.6,3,0.17622359826957334
Single-family,Wood fuel,Wood fuel-Standard boiler,D,1.0,0.5,0.1,1.6,0.6,0,0.13202985834252268
Single-family,Wood fuel,Wood fuel-Performance boiler,D,0.1,0.5,2.5,1.6,0.76,4,0.0062346254983459155
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,2.0,0.1,3.0,0.6,1,0.22148084373654756
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,0.5,0.5,3.0,0.6,4,0.20103314679294015
Single-family,Wood fuel,Wood fuel-Performance boiler,E,2.5,0.5,0.1,1.6,0.76,2,0.19543693499784762
Single-family,Wood fuel,Wood fuel-Performance boiler,E,2.5,0.5,0.1,3.0,0.76,0,0.1938226431338786
Single-family,Wood fuel,Wood fuel-Performance boiler,E,0.5,0.5,2.5,1.6,0.76,3,0.18822643133878605
Single-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,0.5,0.1,3.0,0.6,0,0.31180596142606665
Single-family,Wood fuel,Wood fuel-Performance boiler,F,2.5,2.0,0.1,3.0,0.76,1,0.2657315410091564
Single-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,0.5,0.1,1.6,0.6,3,0.23855445158776545
Single-family,Wood fuel,Wood fuel-Standard boiler,F,1.0,2.0,2.5,3.0,0.6,2,0.10539645431521527
Single-family,Wood fuel,Wood fuel-Performance boiler,F,2.5,0.5,2.5,3.0,0.76,4,0.07851159166179622
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,0.5,3.0,0.6,2,0.2560052648897664
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,0.5,2.5,3.0,0.6,1,0.20960842382362618
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,0.5,2.5,1.6,0.6,4,0.1832839749917736
Single-family,Wood fuel,Wood fuel-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,0,0.17999341888779205
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,2.5,3.0,0.6,3,0.1711089174070418
