Housing type,Energy,Heating system,DPE,Wall,Floor,Roof,Windows,Efficiency,clusters,Weight
Single-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,0.5,0.3,2.6,0.76,0,0.3059749645115499
Single-family,Oil fuel,Oil fuel-Standard boiler,D,0.5,0.9,0.3,2.6,0.6,2,0.21515679442508712
Single-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,0.9,0.3,4.3,0.76,3,0.13108142986191768
Single-family,Oil fuel,Oil fuel-Performance boiler,D,0.4,0.3,2.5,2.6,0.76,4,0.01593754032778423
Single-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,0.3,0.3,2.6,0.76,1,0.45534278614237683
Single-family,Oil fuel,Oil fuel-Performance boiler,E,0.5,0.9,2.5,3.0,0.76,2,0.19816790917507188
Single-family,Oil fuel,Oil fuel-Standard boiler,E,1.0,2.0,0.3,2.6,0.6,4,0.1405739901573844
Single-family,Oil fuel,Oil fuel-Performance boiler,E,1.0,2.0,0.5,3.0,0.76,3,0.13346002046484431
Single-family,Oil fuel,Oil fuel-Standard boiler,E,1.0,0.9,0.5,4.3,0.6,0,0.07245529406032257
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,2.0,0.3,2.6,0.76,1,0.41968610734353806
Single-family,Oil fuel,Oil fuel-Standard boiler,F,2.5,0.9,0.3,3.0,0.6,3,0.19965123038170898
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,2.0,0.3,4.3,0.76,4,0.19178453788025576
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,0.5,2.5,3.0,0.76,0,0.11927920945553187
Single-family,Oil fuel,Oil fuel-Standard boiler,F,1.0,2.0,2.5,3.0,0.6,2,0.06959891493896532
Single-family,Oil fuel,Oil fuel-Performance boiler,G,2.5,2.0,2.5,2.6,0.76,0,0.3396619587867562
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,2.0,0.3,3.0,0.6,1,0.20884463996295438
Single-family,Oil fuel,Oil fuel-Performance boiler,G,2.5,2.0,2.5,4.3,0.76,3,0.17087288724241723
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,2.0,2.5,3.0,0.6,4,0.1548969668904839
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,0.3,2.5,3.0,0.6,2,0.12572354711738828
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.2,0.3,0.2,1.3,0.76,0,0.8772609819121447
Single-family,Wood fuel,Wood fuel-Standard boiler,B,0.2,0.3,0.2,1.3,0.6,1,0.082687338501292
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.2,0.3,0.3,1.3,0.76,2,0.025839793281653745
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.2,0.5,0.2,1.3,0.76,3,0.0103359173126615
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.2,0.5,0.3,1.3,0.76,4,0.003875968992248062
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.4,0.3,0.2,2.6,0.76,1,0.4638427947598253
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.2,0.3,0.2,2.6,0.76,2,0.27604075691411933
Single-family,Wood fuel,Wood fuel-Standard boiler,C,0.4,0.3,0.2,2.6,0.6,0,0.21251819505094613
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.4,0.3,0.5,2.6,0.76,4,0.030509461426491993
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.2,2.0,0.2,2.6,0.76,3,0.017088791848617176
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,0.5,0.3,2.6,0.6,0,0.46541072050121823
Single-family,Wood fuel,Wood fuel-Performance boiler,D,1.0,0.9,0.3,2.6,0.76,1,0.23864427427775844
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.4,2.0,0.3,2.6,0.6,2,0.1718151757744518
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,0.9,0.3,4.3,0.6,4,0.11320918900104421
Single-family,Wood fuel,Wood fuel-Performance boiler,D,0.4,0.3,2.5,2.6,0.76,3,0.010920640445527324
Single-family,Wood fuel,Wood fuel-Performance boiler,E,2.5,0.3,0.3,2.6,0.76,1,0.3232414976284186
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,0.5,0.3,2.6,0.6,4,0.18316681804420223
Single-family,Wood fuel,Wood fuel-Performance boiler,E,0.5,0.9,2.5,2.6,0.76,3,0.1728731456251892
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,2.0,0.3,2.6,0.6,2,0.16399233020486426
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,0.9,0.3,4.3,0.6,0,0.15672620849732566
Single-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,0.5,0.3,3.0,0.6,0,0.3807843137254902
Single-family,Wood fuel,Wood fuel-Performance boiler,F,2.5,2.0,0.3,3.0,0.76,3,0.3112745098039216
Single-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,2.0,0.3,2.6,0.6,2,0.1376470588235294
Single-family,Wood fuel,Wood fuel-Standard boiler,F,1.0,0.9,2.5,3.0,0.6,1,0.09941176470588235
Single-family,Wood fuel,Wood fuel-Performance boiler,F,2.5,0.5,2.5,2.6,0.76,4,0.07088235294117647
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,0.3,2.5,3.0,0.6,2,0.2723848159953637
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,2.5,3.0,0.6,3,0.2231237322515213
Single-family,Wood fuel,Wood fuel-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,0,0.18255578093306288
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,0.3,2.6,0.6,4,0.1671979136482179
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,0.3,4.3,0.6,1,0.15473775717183424
