Housing type,Occupancy status,Income tenant,Income owner,Heating system,Wall,Floor,Roof,Windows,0
Single-family,Privately rented,D4,D5,Oil boiler,0.9,0.6,0.3,2.6,586.9843654332238
Single-family,Privately rented,D4,D5,Oil boiler,1.6,1.1,0.4,2.7,763.9830367028137
Single-family,Privately rented,D4,D5,Oil boiler,2.0,2.0,1.2,2.8,609.0367462456297
Single-family,Privately rented,D4,D5,Oil boiler,2.5,2.5,2.5,4.0,369.1182720377065
Single-family,Privately rented,D4,D5,Water/air heat pump,0.4,0.4,0.2,2.4,115.26018324604894
Single-family,Privately rented,D4,D5,Water/air heat pump,0.5,0.4,0.3,2.6,47.265456160408014
Single-family,Privately rented,D4,D5,Water/air heat pump,1.0,0.8,0.3,2.6,58.60454330666671
Single-family,Privately rented,D4,D5,Wood boiler,0.3,0.3,0.2,1.5,19.50435915862715
Single-family,Privately rented,D4,D5,Wood boiler,0.5,0.4,0.3,2.5,80.48018267834286
Single-family,Privately rented,D4,D5,Wood boiler,0.9,0.6,0.3,2.6,245.14835734411164
Single-family,Privately rented,D4,D5,Wood boiler,1.6,1.1,0.4,2.7,319.0701448210331
Single-family,Privately rented,D4,D5,Wood boiler,2.0,2.0,1.2,2.8,254.3583214420449
Single-family,Privately rented,D4,D5,Wood boiler,2.5,2.5,2.5,4.0,154.15868528109004
Single-family,Privately rented,D4,D6,Air/air heat pump,0.3,0.3,0.2,1.5,162.9769463793057
Single-family,Privately rented,D4,D6,Air/air heat pump,0.5,0.4,0.3,2.5,314.13618213545624
Single-family,Privately rented,D4,D6,Air/air heat pump,0.9,0.6,0.3,2.6,488.24716245220617
Single-family,Privately rented,D4,D6,Direct electric,0.3,0.3,0.2,1.5,207.56442905642822
Single-family,Privately rented,D4,D6,Direct electric,0.4,0.4,0.2,2.5,2034.9533607506476
Single-family,Privately rented,D4,D6,Direct electric,0.6,0.4,0.3,2.7,2739.8902677540627
Single-family,Privately rented,D4,D6,Direct electric,0.9,0.8,0.4,2.7,1615.334947877942
Single-family,Privately rented,D4,D6,Direct electric,1.8,1.6,1.0,2.9,1478.1449859657228
Single-family,Privately rented,D4,D6,Gas boiler,0.3,0.3,0.2,1.5,204.3105626655908
Single-family,Privately rented,D4,D6,Gas boiler,0.5,0.4,0.3,2.5,1207.4462955801584
Single-family,Privately rented,D4,D6,Gas boiler,0.9,0.6,0.3,2.6,2298.4365183244563
Single-family,Privately rented,D4,D6,Gas boiler,1.6,1.1,0.4,2.7,1900.7891037567647
Single-family,Privately rented,D4,D6,Gas boiler,2.0,2.0,1.2,2.8,573.4089536696354
Single-family,Privately rented,D4,D6,Gas boiler,2.5,2.5,2.5,4.0,92.09639826097742
Single-family,Privately rented,D4,D6,Oil boiler,0.3,0.3,0.2,1.5,40.22365652295734
Single-family,Privately rented,D4,D6,Oil boiler,0.5,0.4,0.3,2.5,268.7466648985102
Single-family,Privately rented,D4,D6,Oil boiler,0.9,0.6,0.3,2.6,797.2839752706552
Single-family,Privately rented,D4,D6,Oil boiler,1.6,1.1,0.4,2.7,1002.5467595921103
Single-family,Privately rented,D4,D6,Oil boiler,2.0,2.0,1.2,2.8,797.957920561213
Single-family,Privately rented,D4,D6,Oil boiler,2.5,2.5,2.5,4.0,475.23124194673346
Single-family,Privately rented,D4,D6,Water/air heat pump,0.4,0.4,0.2,2.4,66.61485336561103
Single-family,Privately rented,D4,D6,Water/air heat pump,0.5,0.4,0.3,2.6,68.65680265169875
Single-family,Privately rented,D4,D6,Water/air heat pump,1.0,0.8,0.3,2.6,83.28672127354332
Single-family,Privately rented,D4,D6,Wood boiler,0.3,0.3,0.2,1.5,16.7990220926907
Single-family,Privately rented,D4,D6,Wood boiler,0.5,0.4,0.3,2.5,112.23945188549175
Single-family,Privately rented,D4,D6,Wood boiler,0.9,0.6,0.3,2.6,332.9779605460709
Single-family,Privately rented,D4,D6,Wood boiler,1.6,1.1,0.4,2.7,418.7039821636056
Single-family,Privately rented,D4,D6,Wood boiler,2.0,2.0,1.2,2.8,333.2594272948455
Single-family,Privately rented,D4,D6,Wood boiler,2.5,2.5,2.5,4.0,198.47574344822522
Single-family,Privately rented,D4,D7,Air/air heat pump,0.3,0.3,0.2,1.5,466.64266352407924
Single-family,Privately rented,D4,D7,Air/air heat pump,0.5,0.4,0.3,2.5,409.81226167233876
Single-family,Privately rented,D4,D7,Air/air heat pump,0.9,0.6,0.3,2.6,610.9588849650064
Single-family,Privately rented,D4,D7,Direct electric,0.3,0.3,0.2,1.5,270.7820778112833
Single-family,Privately rented,D4,D7,Direct electric,0.4,0.4,0.2,2.5,2546.4005361458917
Single-family,Privately rented,D4,D7,Direct electric,0.6,0.4,0.3,2.7,2793.7149162489086
Single-family,Privately rented,D4,D7,Direct electric,0.9,0.8,0.4,2.7,1455.8970049982486
Single-family,Privately rented,D4,D7,Direct electric,1.8,1.6,1.0,2.9,1298.4137707242292
Single-family,Privately rented,D4,D7,Gas boiler,0.3,0.3,0.2,1.5,317.8411581935759
Single-family,Privately rented,D4,D7,Gas boiler,0.5,0.4,0.3,2.5,1609.2716021935007
Single-family,Privately rented,D4,D7,Gas boiler,0.9,0.6,0.3,2.6,2327.646591377999
Single-family,Privately rented,D4,D7,Gas boiler,1.6,1.1,0.4,2.7,1757.5144530053155
Single-family,Privately rented,D4,D7,Gas boiler,2.0,2.0,1.2,2.8,514.2892133224426
Single-family,Privately rented,D4,D7,Gas boiler,2.5,2.5,2.5,4.0,79.99788272395006
Single-family,Privately rented,D4,D7,Oil boiler,0.3,0.3,0.2,1.5,100.42011537253627
Single-family,Privately rented,D4,D7,Oil boiler,0.5,0.4,0.3,2.5,331.59914467991763
Single-family,Privately rented,D4,D7,Oil boiler,0.9,0.6,0.3,2.6,812.5266567948927
Single-family,Privately rented,D4,D7,Oil boiler,1.6,1.1,0.4,2.7,867.8689792513965
Single-family,Privately rented,D4,D7,Oil boiler,2.0,2.0,1.2,2.8,646.4102933790225
Single-family,Privately rented,D4,D7,Oil boiler,2.5,2.5,2.5,4.0,411.37100958968
Single-family,Privately rented,D4,D7,Water/air heat pump,0.4,0.4,0.2,2.4,194.6900027530037
Single-family,Privately rented,D4,D7,Water/air heat pump,0.5,0.4,0.3,2.6,89.56752253948135
Single-family,Privately rented,D4,D7,Water/air heat pump,1.0,0.8,0.3,2.6,104.21926899914413
Single-family,Privately rented,D4,D7,Wood boiler,0.3,0.3,0.2,1.5,41.93949239127394
Single-family,Privately rented,D4,D7,Wood boiler,0.5,0.4,0.3,2.5,138.48918370252915
Single-family,Privately rented,D4,D7,Wood boiler,0.9,0.6,0.3,2.6,339.3439194322643
Single-family,Privately rented,D4,D7,Wood boiler,1.6,1.1,0.4,2.7,362.45710649612573
Single-family,Privately rented,D4,D7,Wood boiler,2.0,2.0,1.2,2.8,269.96702284435895
Single-family,Privately rented,D4,D7,Wood boiler,2.5,2.5,2.5,4.0,171.80513349017187
Single-family,Privately rented,D4,D8,Air/air heat pump,0.3,0.3,0.2,1.5,749.5613239731824
Single-family,Privately rented,D4,D8,Air/air heat pump,0.5,0.4,0.3,2.5,467.7646334617148
Single-family,Privately rented,D4,D8,Air/air heat pump,0.9,0.6,0.3,2.6,749.5545467787158
Single-family,Privately rented,D4,D8,Direct electric,0.3,0.3,0.2,1.5,309.0739131584794
Single-family,Privately rented,D4,D8,Direct electric,0.4,0.4,0.2,2.5,3124.04999216475
Single-family,Privately rented,D4,D8,Direct electric,0.6,0.4,0.3,2.7,3921.8330069932895
Single-family,Privately rented,D4,D8,Direct electric,0.9,0.8,0.4,2.7,2046.611843283843
Single-family,Privately rented,D4,D8,Direct electric,1.8,1.6,1.0,2.9,1751.2726523862013
Single-family,Privately rented,D4,D8,Gas boiler,0.3,0.3,0.2,1.5,584.7116378229163
Single-family,Privately rented,D4,D8,Gas boiler,0.5,0.4,0.3,2.5,2008.1230508823617
Single-family,Privately rented,D4,D8,Gas boiler,0.9,0.6,0.3,2.6,2726.7924419054884
Single-family,Privately rented,D4,D8,Gas boiler,1.6,1.1,0.4,2.7,1946.2973494955547
Single-family,Privately rented,D4,D8,Gas boiler,2.0,2.0,1.2,2.8,521.2122550741797
Single-family,Privately rented,D4,D8,Gas boiler,2.5,2.5,2.5,4.0,80.37452784514797
Single-family,Privately rented,D4,D8,Oil boiler,0.3,0.3,0.2,1.5,137.66016841809045
Single-family,Privately rented,D4,D8,Oil boiler,0.5,0.4,0.3,2.5,407.3456196980964
Single-family,Privately rented,D4,D8,Oil boiler,0.9,0.6,0.3,2.6,1012.269405508387
Single-family,Privately rented,D4,D8,Oil boiler,1.6,1.1,0.4,2.7,1099.634149109858
Single-family,Privately rented,D4,D8,Oil boiler,2.0,2.0,1.2,2.8,823.1012506861216
Single-family,Privately rented,D4,D8,Oil boiler,2.5,2.5,2.5,4.0,475.5322733207211
Single-family,Privately rented,D4,D8,Water/air heat pump,0.4,0.4,0.2,2.4,308.7904384802896
Single-family,Privately rented,D4,D8,Water/air heat pump,0.5,0.4,0.3,2.6,102.23344508967453
Single-family,Privately rented,D4,D8,Water/air heat pump,1.0,0.8,0.3,2.6,127.86134855005322
Single-family,Privately rented,D4,D8,Wood boiler,0.3,0.3,0.2,1.5,57.49244127567443
Single-family,Privately rented,D4,D8,Wood boiler,0.5,0.4,0.3,2.5,170.12396823654038
Single-family,Privately rented,D4,D8,Wood boiler,0.9,0.6,0.3,2.6,422.764551432183
Single-family,Privately rented,D4,D8,Wood boiler,1.6,1.1,0.4,2.7,459.2515937538012
Single-family,Privately rented,D4,D8,Wood boiler,2.0,2.0,1.2,2.8,343.76029655348896
Single-family,Privately rented,D4,D8,Wood boiler,2.5,2.5,2.5,4.0,198.60146629739793
Single-family,Privately rented,D4,D9,Air/air heat pump,0.3,0.3,0.2,1.5,1059.204049838516
Single-family,Privately rented,D4,D9,Air/air heat pump,0.5,0.4,0.3,2.5,672.5778590772123
Single-family,Privately rented,D4,D9,Air/air heat pump,0.9,0.6,0.3,2.6,1052.258149794883
Single-family,Privately rented,D4,D9,Direct electric,0.3,0.3,0.2,1.5,444.40356525107063
Single-family,Privately rented,D4,D9,Direct electric,0.4,0.4,0.2,2.5,4385.6809070794425
Single-family,Privately rented,D4,D9,Direct electric,0.6,0.4,0.3,2.7,5186.903845606541
Single-family,Privately rented,D4,D9,Direct electric,0.9,0.8,0.4,2.7,2530.2725059157156
Single-family,Privately rented,D4,D9,Direct electric,1.8,1.6,1.0,2.9,2207.180709308547
Single-family,Privately rented,D4,D9,Gas boiler,0.3,0.3,0.2,1.5,639.3189316574272
Single-family,Privately rented,D4,D9,Gas boiler,0.5,0.4,0.3,2.5,2818.559102209848
Single-family,Privately rented,D4,D9,Gas boiler,0.9,0.6,0.3,2.6,3955.4460620816362
Single-family,Privately rented,D4,D9,Gas boiler,1.6,1.1,0.4,2.7,3015.8216624318366
Single-family,Privately rented,D4,D9,Gas boiler,2.0,2.0,1.2,2.8,941.5129674486059
Single-family,Privately rented,D4,D9,Gas boiler,2.5,2.5,2.5,4.0,140.9179732969192
Single-family,Privately rented,D4,D9,Oil boiler,0.3,0.3,0.2,1.5,166.83990927027736
Single-family,Privately rented,D4,D9,Oil boiler,0.5,0.4,0.3,2.5,558.6526218210277
Single-family,Privately rented,D4,D9,Oil boiler,0.9,0.6,0.3,2.6,1403.4847751750924
Single-family,Privately rented,D4,D9,Oil boiler,1.6,1.1,0.4,2.7,1557.8684609479676
Single-family,Privately rented,D4,D9,Oil boiler,2.0,2.0,1.2,2.8,1162.0301796424949
Single-family,Privately rented,D4,D9,Oil boiler,2.5,2.5,2.5,4.0,744.0978741005682
Single-family,Privately rented,D4,D9,Water/air heat pump,0.4,0.4,0.2,2.4,441.764431285917
Single-family,Privately rented,D4,D9,Water/air heat pump,0.5,0.4,0.3,2.6,146.9969012313729
Single-family,Privately rented,D4,D9,Water/air heat pump,1.0,0.8,0.3,2.6,179.49747171005768
Single-family,Privately rented,D4,D9,Wood boiler,0.3,0.3,0.2,1.5,69.6790785336548
Single-family,Privately rented,D4,D9,Wood boiler,0.5,0.4,0.3,2.5,233.31587795243604
Single-family,Privately rented,D4,D9,Wood boiler,0.9,0.6,0.3,2.6,586.151876358255
Single-family,Privately rented,D4,D9,Wood boiler,1.6,1.1,0.4,2.7,650.62873331852
Single-family,Privately rented,D4,D9,Wood boiler,2.0,2.0,1.2,2.8,485.31069394564287
Single-family,Privately rented,D4,D9,Wood boiler,2.5,2.5,2.5,4.0,310.7652985005299
Single-family,Privately rented,D5,D1,Air/air heat pump,0.3,0.3,0.2,1.5,192.23257909416813
Single-family,Privately rented,D5,D1,Air/air heat pump,0.5,0.4,0.3,2.5,121.96252998959761
Single-family,Privately rented,D5,D1,Air/air heat pump,0.9,0.6,0.3,2.6,227.97717699070137
Single-family,Privately rented,D5,D1,Direct electric,0.3,0.3,0.2,1.5,80.58633275377497
Single-family,Privately rented,D5,D1,Direct electric,0.4,0.4,0.2,2.5,950.1804785953789
Single-family,Privately rented,D5,D1,Direct electric,0.6,0.4,0.3,2.7,1168.0105963868718
Single-family,Privately rented,D5,D1,Direct electric,0.9,0.8,0.4,2.7,567.7742260057533
Single-family,Privately rented,D5,D1,Direct electric,1.8,1.6,1.0,2.9,466.2151284063497
Single-family,Privately rented,D5,D1,Gas boiler,0.3,0.3,0.2,1.5,129.85591669962773
Single-family,Privately rented,D5,D1,Gas boiler,0.5,0.4,0.3,2.5,613.8471135495158
Single-family,Privately rented,D5,D1,Gas boiler,0.9,0.6,0.3,2.6,920.0112181029796
Single-family,Privately rented,D5,D1,Gas boiler,1.6,1.1,0.4,2.7,671.9988122520149
Single-family,Privately rented,D5,D1,Gas boiler,2.0,2.0,1.2,2.8,225.8910948538523
Single-family,Privately rented,D5,D1,Gas boiler,2.5,2.5,2.5,4.0,27.229616377418292
Single-family,Privately rented,D5,D1,Oil boiler,0.3,0.3,0.2,1.5,43.26241329483451
Single-family,Privately rented,D5,D1,Oil boiler,0.5,0.4,0.3,2.5,136.83205969624606
Single-family,Privately rented,D5,D1,Oil boiler,0.9,0.6,0.3,2.6,348.0167736584403
Single-family,Privately rented,D5,D1,Oil boiler,1.6,1.1,0.4,2.7,363.3060685729912
Single-family,Privately rented,D5,D1,Oil boiler,2.0,2.0,1.2,2.8,274.78610857636056
Single-family,Privately rented,D5,D1,Oil boiler,2.5,2.5,2.5,4.0,169.2584000868396
Single-family,Privately rented,D5,D1,Water/air heat pump,0.4,0.4,0.2,2.4,78.77303424512621
Single-family,Privately rented,D5,D1,Water/air heat pump,0.5,0.4,0.3,2.6,26.655819445806465
Single-family,Privately rented,D5,D1,Water/air heat pump,1.0,0.8,0.3,2.6,38.889056725675196
Single-family,Privately rented,D5,D1,Wood boiler,0.3,0.3,0.2,1.5,18.068129542331498
Single-family,Privately rented,D5,D1,Wood boiler,0.5,0.4,0.3,2.5,57.146589657100805
Single-family,Privately rented,D5,D1,Wood boiler,0.9,0.6,0.3,2.6,145.34584805780452
Single-family,Privately rented,D5,D1,Wood boiler,1.6,1.1,0.4,2.7,151.73127457676387
Single-family,Privately rented,D5,D1,Wood boiler,2.0,2.0,1.2,2.8,114.76176727255412
Single-family,Privately rented,D5,D1,Wood boiler,2.5,2.5,2.5,4.0,70.68913789101853
Single-family,Privately rented,D5,D10,Air/air heat pump,0.3,0.3,0.2,1.5,1105.125312745019
Single-family,Privately rented,D5,D10,Air/air heat pump,0.5,0.4,0.3,2.5,1189.144222107268
Single-family,Privately rented,D5,D10,Air/air heat pump,0.9,0.6,0.3,2.6,1769.926377317374
Single-family,Privately rented,D5,D10,Direct electric,0.3,0.3,0.2,1.5,785.7230575910371
Single-family,Privately rented,D5,D10,Direct electric,0.4,0.4,0.2,2.5,7376.832692101464
Single-family,Privately rented,D5,D10,Direct electric,0.6,0.4,0.3,2.7,7358.3675116488375
Single-family,Privately rented,D5,D10,Direct electric,0.9,0.8,0.4,2.7,3074.788495401831
Single-family,Privately rented,D5,D10,Direct electric,1.8,1.6,1.0,2.9,2525.5644830344945
Single-family,Privately rented,D5,D10,Gas boiler,0.3,0.3,0.2,1.5,1088.760447620369
Single-family,Privately rented,D5,D10,Gas boiler,0.5,0.4,0.3,2.5,4706.898667621742
Single-family,Privately rented,D5,D10,Gas boiler,0.9,0.6,0.3,2.6,4888.221937786445
Single-family,Privately rented,D5,D10,Gas boiler,1.6,1.1,0.4,2.7,3025.1089391265273
Single-family,Privately rented,D5,D10,Gas boiler,2.0,2.0,1.2,2.8,893.7215292961383
Single-family,Privately rented,D5,D10,Gas boiler,2.5,2.5,2.5,4.0,156.90333151307573
Single-family,Privately rented,D5,D10,Oil boiler,0.3,0.3,0.2,1.5,205.82306331544711
Single-family,Privately rented,D5,D10,Oil boiler,0.5,0.4,0.3,2.5,849.3461960588593
Single-family,Privately rented,D5,D10,Oil boiler,0.9,0.6,0.3,2.6,1893.324812952207
Single-family,Privately rented,D5,D10,Oil boiler,1.6,1.1,0.4,2.7,1811.1048446322197
Single-family,Privately rented,D5,D10,Oil boiler,2.0,2.0,1.2,2.8,1248.8219111169874
Single-family,Privately rented,D5,D10,Oil boiler,2.5,2.5,2.5,4.0,747.9764624173785
Single-family,Privately rented,D5,D10,Water/air heat pump,0.4,0.4,0.2,2.4,457.5976759846229
Single-family,Privately rented,D5,D10,Water/air heat pump,0.5,0.4,0.3,2.6,259.8963278493719
Single-family,Privately rented,D5,D10,Water/air heat pump,1.0,0.8,0.3,2.6,301.91955263386564
Single-family,Privately rented,D5,D10,Wood boiler,0.3,0.3,0.2,1.5,85.960016734134
Single-family,Privately rented,D5,D10,Wood boiler,0.5,0.4,0.3,2.5,354.72124479265386
Single-family,Privately rented,D5,D10,Wood boiler,0.9,0.6,0.3,2.6,790.7288424479899
Single-family,Privately rented,D5,D10,Wood boiler,1.6,1.1,0.4,2.7,756.3904658889253
Single-family,Privately rented,D5,D10,Wood boiler,2.0,2.0,1.2,2.8,521.5584232805113
Single-family,Privately rented,D5,D10,Wood boiler,2.5,2.5,2.5,4.0,312.3851534927124
Single-family,Privately rented,D5,D2,Air/air heat pump,0.3,0.3,0.2,1.5,276.9461793256314
Single-family,Privately rented,D5,D2,Air/air heat pump,0.5,0.4,0.3,2.5,137.86483263320937
Single-family,Privately rented,D5,D2,Air/air heat pump,0.9,0.6,0.3,2.6,186.32875526617553
Single-family,Privately rented,D5,D2,Direct electric,0.3,0.3,0.2,1.5,91.09372590557851
Single-family,Privately rented,D5,D2,Direct electric,0.4,0.4,0.2,2.5,776.5950442579485
Single-family,Privately rented,D5,D2,Direct electric,0.6,0.4,0.3,2.7,976.911668937725
Single-family,Privately rented,D5,D2,Direct electric,0.9,0.8,0.4,2.7,627.0185963647299
Single-family,Privately rented,D5,D2,Direct electric,1.8,1.6,1.0,2.9,650.9839760389896
Single-family,Privately rented,D5,D2,Gas boiler,0.3,0.3,0.2,1.5,102.6107387596413
Single-family,Privately rented,D5,D2,Gas boiler,0.5,0.4,0.3,2.5,449.8708018564724
Single-family,Privately rented,D5,D2,Gas boiler,0.9,0.6,0.3,2.6,825.9531049126165
Single-family,Privately rented,D5,D2,Gas boiler,1.6,1.1,0.4,2.7,767.6884016327323
Single-family,Privately rented,D5,D2,Gas boiler,2.0,2.0,1.2,2.8,234.21667964862502
Single-family,Privately rented,D5,D2,Gas boiler,2.5,2.5,2.5,4.0,32.09689337870753
Single-family,Privately rented,D5,D2,Oil boiler,0.3,0.3,0.2,1.5,32.172017562852695
Single-family,Privately rented,D5,D2,Oil boiler,0.5,0.4,0.3,2.5,101.71813613485136
Single-family,Privately rented,D5,D2,Oil boiler,0.9,0.6,0.3,2.6,273.17749932417865
Single-family,Privately rented,D5,D2,Oil boiler,1.6,1.1,0.4,2.7,329.2103825032643
Single-family,Privately rented,D5,D2,Oil boiler,2.0,2.0,1.2,2.8,266.3899163654332
Single-family,Privately rented,D5,D2,Oil boiler,2.5,2.5,2.5,4.0,168.8067490140959
Single-family,Privately rented,D5,D2,Water/air heat pump,0.4,0.4,0.2,2.4,116.7075674060629
Single-family,Privately rented,D5,D2,Water/air heat pump,0.5,0.4,0.3,2.6,30.13138614712727
Single-family,Privately rented,D5,D2,Water/air heat pump,1.0,0.8,0.3,2.6,31.784539263183806
Single-family,Privately rented,D5,D2,Wood boiler,0.3,0.3,0.2,1.5,13.436332758468463
Single-family,Privately rented,D5,D2,Wood boiler,0.5,0.4,0.3,2.5,42.48159824011581
Single-family,Privately rented,D5,D2,Wood boiler,0.9,0.6,0.3,2.6,114.08994713729399
Single-family,Privately rented,D5,D2,Wood boiler,1.6,1.1,0.4,2.7,137.49154022481898
Single-family,Privately rented,D5,D2,Wood boiler,2.0,2.0,1.2,2.8,111.25517859717242
Single-family,Privately rented,D5,D2,Wood boiler,2.5,2.5,2.5,4.0,70.5005101777504
Single-family,Privately rented,D5,D3,Air/air heat pump,0.3,0.3,0.2,1.5,355.4681166384785
Single-family,Privately rented,D5,D3,Air/air heat pump,0.5,0.4,0.3,2.5,182.290795903385
Single-family,Privately rented,D5,D3,Air/air heat pump,0.9,0.6,0.3,2.6,268.4425032603064
Single-family,Privately rented,D5,D3,Direct electric,0.3,0.3,0.2,1.5,120.44803217737129
Single-family,Privately rented,D5,D3,Direct electric,0.4,0.4,0.2,2.5,1118.8349184340639
Single-family,Privately rented,D5,D3,Direct electric,0.6,0.4,0.3,2.7,1554.0127007974584
Single-family,Privately rented,D5,D3,Direct electric,0.9,0.8,0.4,2.7,859.2592152716502
Single-family,Privately rented,D5,D3,Direct electric,1.8,1.6,1.0,2.9,794.5536736793197
Single-family,Privately rented,D5,D3,Gas boiler,0.3,0.3,0.2,1.5,178.6963450889145
Single-family,Privately rented,D5,D3,Gas boiler,0.5,0.4,0.3,2.5,838.178882441988
Single-family,Privately rented,D5,D3,Gas boiler,0.9,0.6,0.3,2.6,1286.552070369534
Single-family,Privately rented,D5,D3,Gas boiler,1.6,1.1,0.4,2.7,989.5658524193313
Single-family,Privately rented,D5,D3,Gas boiler,2.0,2.0,1.2,2.8,306.6252341895865
Single-family,Privately rented,D5,D3,Gas boiler,2.5,2.5,2.5,4.0,50.285018293191925
Single-family,Privately rented,D5,D3,Oil boiler,0.3,0.3,0.2,1.5,57.96228051035573
Single-family,Privately rented,D5,D3,Oil boiler,0.5,0.4,0.3,2.5,168.12371322748066
Single-family,Privately rented,D5,D3,Oil boiler,0.9,0.6,0.3,2.6,492.38393385558174
Single-family,Privately rented,D5,D3,Oil boiler,1.6,1.1,0.4,2.7,581.0758842484471
Single-family,Privately rented,D5,D3,Oil boiler,2.0,2.0,1.2,2.8,461.49705222070304
Single-family,Privately rented,D5,D3,Oil boiler,2.5,2.5,2.5,4.0,295.8468529655402
Single-family,Privately rented,D5,D3,Water/air heat pump,0.4,0.4,0.2,2.4,153.7371823237317
Single-family,Privately rented,D5,D3,Water/air heat pump,0.5,0.4,0.3,2.6,39.841011355269764
Single-family,Privately rented,D5,D3,Water/air heat pump,1.0,0.8,0.3,2.6,45.79175808154738
Single-family,Privately rented,D5,D3,Wood boiler,0.3,0.3,0.2,1.5,24.207387269242016
Single-family,Privately rented,D5,D3,Wood boiler,0.5,0.4,0.3,2.5,70.21524687099709
Single-family,Privately rented,D5,D3,Wood boiler,0.9,0.6,0.3,2.6,205.6393997448973
Single-family,Privately rented,D5,D3,Wood boiler,1.6,1.1,0.4,2.7,242.68073717883252
Single-family,Privately rented,D5,D3,Wood boiler,2.0,2.0,1.2,2.8,192.7397916085135
Single-family,Privately rented,D5,D3,Wood boiler,2.5,2.5,2.5,4.0,123.55758398505047
Single-family,Privately rented,D5,D4,Air/air heat pump,0.3,0.3,0.2,1.5,490.1886660335235
Single-family,Privately rented,D5,D4,Air/air heat pump,0.5,0.4,0.3,2.5,274.3829799850607
Single-family,Privately rented,D5,D4,Air/air heat pump,0.9,0.6,0.3,2.6,372.79740646578426
Single-family,Privately rented,D5,D4,Direct electric,0.3,0.3,0.2,1.5,181.29763402689665
Single-family,Privately rented,D5,D4,Direct electric,0.4,0.4,0.2,2.5,1553.773157342074
Single-family,Privately rented,D5,D4,Direct electric,0.6,0.4,0.3,2.7,1939.9463477145794
Single-family,Privately rented,D5,D4,Direct electric,0.9,0.8,0.4,2.7,1221.5628528640036
Single-family,Privately rented,D5,D4,Direct electric,1.8,1.6,1.0,2.9,1093.371521743935
Single-family,Privately rented,D5,D4,Gas boiler,0.3,0.3,0.2,1.5,268.24525091388944
Single-family,Privately rented,D5,D4,Gas boiler,0.5,0.4,0.3,2.5,839.4016583816177
Single-family,Privately rented,D5,D4,Gas boiler,0.9,0.6,0.3,2.6,1457.1619181761153
Single-family,Privately rented,D5,D4,Gas boiler,1.6,1.1,0.4,2.7,1243.4906106414635
Single-family,Privately rented,D5,D4,Gas boiler,2.0,2.0,1.2,2.8,334.50725837643364
Single-family,Privately rented,D5,D4,Gas boiler,2.5,2.5,2.5,4.0,53.467181978721136
Single-family,Privately rented,D5,D4,Oil boiler,0.3,0.3,0.2,1.5,72.65774013614464
Single-family,Privately rented,D5,D4,Oil boiler,0.5,0.4,0.3,2.5,207.78145768767965
Single-family,Privately rented,D5,D4,Oil boiler,0.9,0.6,0.3,2.6,524.8190492820371
Single-family,Privately rented,D5,D4,Oil boiler,1.6,1.1,0.4,2.7,634.1300262085417
Single-family,Privately rented,D5,D4,Oil boiler,2.0,2.0,1.2,2.8,469.14045450097575
Single-family,Privately rented,D5,D4,Oil boiler,2.5,2.5,2.5,4.0,280.6623103692548
Single-family,Privately rented,D5,D4,Water/air heat pump,0.4,0.4,0.2,2.4,204.09599689342053
Single-family,Privately rented,D5,D4,Water/air heat pump,0.5,0.4,0.3,2.6,59.96844419435969
Single-family,Privately rented,D5,D4,Water/air heat pump,1.0,0.8,0.3,2.6,63.592942410300154
Single-family,Privately rented,D5,D4,Wood boiler,0.3,0.3,0.2,1.5,30.344804208822662
Single-family,Privately rented,D5,D4,Wood boiler,0.5,0.4,0.3,2.5,86.77792125026266
Single-family,Privately rented,D5,D4,Wood boiler,0.9,0.6,0.3,2.6,219.18561278788633
Single-family,Privately rented,D5,D4,Wood boiler,1.6,1.1,0.4,2.7,264.83828773338485
Single-family,Privately rented,D5,D4,Wood boiler,2.0,2.0,1.2,2.8,195.9319848318307
Single-family,Privately rented,D5,D4,Wood boiler,2.5,2.5,2.5,4.0,117.21590626122608
Single-family,Privately rented,D5,D5,Air/air heat pump,0.3,0.3,0.2,1.5,568.0971201089131
Single-family,Privately rented,D5,D5,Air/air heat pump,0.5,0.4,0.3,2.5,312.86371348532094
Single-family,Privately rented,D5,D5,Air/air heat pump,0.9,0.6,0.3,2.6,506.3045815873496
Single-family,Privately rented,D5,D5,Direct electric,0.3,0.3,0.2,1.5,206.7236496624021
Single-family,Privately rented,D5,D5,Direct electric,0.4,0.4,0.2,2.5,2110.2144346112464
Single-family,Privately rented,D5,D5,Direct electric,0.6,0.4,0.3,2.7,2573.0142100587505
Single-family,Privately rented,D5,D5,Direct electric,0.9,0.8,0.4,2.7,1350.13407165137
Single-family,Privately rented,D5,D5,Direct electric,1.8,1.6,1.0,2.9,1250.7384178049806
Single-family,Privately rented,D5,D5,Gas boiler,0.3,0.3,0.2,1.5,358.63346752379385
Single-family,Privately rented,D5,D5,Gas boiler,0.5,0.4,0.3,2.5,1271.0539225368063
Single-family,Privately rented,D5,D5,Gas boiler,0.9,0.6,0.3,2.6,1987.2841444015467
Single-family,Privately rented,D5,D5,Gas boiler,1.6,1.1,0.4,2.7,1549.6686590317122
Single-family,Privately rented,D5,D5,Gas boiler,2.0,2.0,1.2,2.8,485.7661168827696
Single-family,Privately rented,D5,D5,Gas boiler,2.5,2.5,2.5,4.0,71.70105493317047
