Housing type,Occupancy status,Income owner,Income tenant,Wall,Floor,Roof,Windows,Heating system,Stock buildings
Multi-family,Owner-occupied,D10,D10,2.5,0.9,2.5,4.3,Natural gas-Standard boiler,521.1166013509057
Multi-family,Owner-occupied,D10,D10,2.5,0.9,2.5,4.3,Oil fuel-Standard boiler,60.83686431297908
Multi-family,Owner-occupied,D10,D10,2.5,2.0,0.3,3.0,Oil fuel-Standard boiler,1770.5069653863002
Multi-family,Owner-occupied,D10,D10,2.5,2.0,0.5,2.6,Electricity-Performance boiler,21416.618649531276
Multi-family,Owner-occupied,D10,D10,2.5,2.0,0.5,4.3,Electricity-Performance boiler,202.30050761857925
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,2.6,Natural gas-Standard boiler,52468.49658060894
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Electricity-Heat pump,583.8101301327682
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Electricity-Performance boiler,23598.030902394068
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Natural gas-Performance boiler,32234.670775408118
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,5342.812223537287
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Wood fuel-Performance boiler,216.52422043058124
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,25255.48589577971
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,2628.257499190913
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,215.98716514112323
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Natural gas-Standard boiler,2212.8848248275813
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Oil fuel-Standard boiler,44.23332972988565
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Wood fuel-Standard boiler,7.287776095949097
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,2.6,Electricity-Heat pump,983.6389147586207
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,2.6,Wood fuel-Performance boiler,12.130490020487274
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.2,1.3,Electricity-Performance boiler,6576.325850182596
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.2,1.3,Oil fuel-Standard boiler,4.417717557542599
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.3,1.3,Oil fuel-Performance boiler,74.47009597000401
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,120.2250278159811
Multi-family,Owner-occupied,D2,D2,0.2,0.9,0.2,1.3,Electricity-Heat pump,122.95486434482754
Multi-family,Owner-occupied,D2,D2,0.2,2.0,0.2,1.3,Wood fuel-Performance boiler,1.8830724580539808
Multi-family,Owner-occupied,D2,D2,0.2,2.0,0.3,1.3,Natural gas-Performance boiler,567.8401440467237
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.2,1.3,Electricity-Heat pump,421.5595348965516
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.2,2.6,Natural gas-Performance boiler,4112.292904125695
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.3,2.6,Electricity-Heat pump,1249.646643934741
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.3,2.6,Electricity-Performance boiler,16005.717029436666
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.3,2.6,Natural gas-Standard boiler,9987.875526203015
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.3,2.6,Oil fuel-Standard boiler,187.00662915683668
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.3,2.6,Wood fuel-Standard boiler,47.24497821628574
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,2.6,Electricity-Heat pump,282.56341311900195
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,2.6,Natural gas-Performance boiler,3628.8839109205283
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,2.6,Oil fuel-Performance boiler,209.29725622070055
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,2.6,Wood fuel-Performance boiler,12.626411211988255
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,3.0,Wood fuel-Standard boiler,85.3401665095543
Multi-family,Owner-occupied,D2,D2,0.4,2.0,0.3,2.6,Electricity-Heat pump,541.2482279462571
Multi-family,Owner-occupied,D2,D2,0.4,2.0,0.3,2.6,Electricity-Performance boiler,4984.3754327082215
Multi-family,Owner-occupied,D2,D2,0.5,0.5,2.5,2.6,Electricity-Performance boiler,5941.5149939223165
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.2,3.0,Wood fuel-Performance boiler,50.505644847953036
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.3,2.6,Natural gas-Performance boiler,10622.732902876456
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.3,2.6,Oil fuel-Performance boiler,864.641691898298
Multi-family,Owner-occupied,D2,D2,0.5,0.9,2.5,2.6,Electricity-Heat pump,419.88150121397985
Multi-family,Owner-occupied,D2,D2,0.5,0.9,2.5,3.0,Oil fuel-Standard boiler,582.7081003934234
Multi-family,Owner-occupied,D2,D2,0.5,2.0,2.5,2.6,Electricity-Performance boiler,4754.004659524602
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.3,3.0,Electricity-Performance boiler,6561.7748765530805
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.3,3.0,Wood fuel-Standard boiler,52.81723719951073
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.5,4.3,Natural gas-Performance boiler,5673.697202405754
Multi-family,Owner-occupied,D2,D2,1.0,0.9,2.5,2.6,Natural gas-Standard boiler,17611.05688993107
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,3.0,Electricity-Performance boiler,755.382169713415
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,3.0,Oil fuel-Performance boiler,566.2220173061609
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,4.3,Natural gas-Standard boiler,248.14906525733747
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,4.3,Oil fuel-Standard boiler,12.642233025619092
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,4.3,Wood fuel-Standard boiler,2.994919162708211
Multi-family,Owner-occupied,D2,D2,2.5,0.3,2.5,4.3,Natural gas-Standard boiler,238.31172868439614
Multi-family,Owner-occupied,D2,D2,2.5,0.3,2.5,4.3,Oil fuel-Standard boiler,21.405983870056918
Multi-family,Owner-occupied,D2,D2,2.5,0.3,2.5,4.3,Wood fuel-Standard boiler,3.419482686477214
Multi-family,Owner-occupied,D2,D2,2.5,0.5,0.5,2.6,Electricity-Performance boiler,3767.5982821916027
Multi-family,Owner-occupied,D2,D2,2.5,0.5,2.5,3.0,Electricity-Performance boiler,1464.048801232852
Multi-family,Owner-occupied,D2,D2,2.5,0.5,2.5,4.3,Wood fuel-Standard boiler,3.419482686477214
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.3,2.6,Electricity-Heat pump,648.907774603423
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.3,2.6,Natural gas-Performance boiler,13251.030097663172
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.3,2.6,Oil fuel-Performance boiler,1651.006284448033
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.3,2.6,Wood fuel-Performance boiler,106.93539157142321
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.5,3.0,Wood fuel-Standard boiler,90.95096615171809
Multi-family,Owner-occupied,D2,D2,2.5,0.9,2.5,4.3,Natural gas-Standard boiler,106.15704277759465
Multi-family,Owner-occupied,D2,D2,2.5,0.9,2.5,4.3,Oil fuel-Standard boiler,15.567988269132305
Multi-family,Owner-occupied,D2,D2,2.5,2.0,0.3,3.0,Oil fuel-Standard boiler,404.71780199120525
Multi-family,Owner-occupied,D2,D2,2.5,2.0,0.5,2.6,Electricity-Performance boiler,4079.8353290949813
Multi-family,Owner-occupied,D2,D2,2.5,2.0,0.5,4.3,Electricity-Performance boiler,35.5422555670092
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,2.6,Natural gas-Standard boiler,11480.270445910546
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Electricity-Heat pump,132.55766785511165
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Electricity-Performance boiler,4145.947309200138
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Natural gas-Performance boiler,7053.046348832115
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,1221.3062483433741
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Wood fuel-Performance boiler,49.49497984686218
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,5360.556118538008
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,739.7823462192418
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,61.15449946868438
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,1.3,Natural gas-Standard boiler,2608.9845593028476
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,1.3,Oil fuel-Standard boiler,45.702347373613485
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,1.3,Wood fuel-Standard boiler,8.41936766336099
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,2.6,Electricity-Heat pump,1136.8403856551724
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,2.6,Wood fuel-Performance boiler,15.692429177551803
Multi-family,Owner-occupied,D3,D3,0.2,0.5,0.2,1.3,Electricity-Performance boiler,7854.965548420827
Multi-family,Owner-occupied,D3,D3,0.2,0.5,0.2,1.3,Oil fuel-Standard boiler,5.714915043092353
Multi-family,Owner-occupied,D3,D3,0.2,0.5,0.3,1.3,Oil fuel-Performance boiler,96.33713929784277
Multi-family,Owner-occupied,D3,D3,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,155.5273308155852
Multi-family,Owner-occupied,D3,D3,0.2,0.9,0.2,1.3,Electricity-Heat pump,142.1050482068965
Multi-family,Owner-occupied,D3,D3,0.2,2.0,0.2,1.3,Wood fuel-Performance boiler,2.4360088614972106
Multi-family,Owner-occupied,D3,D3,0.2,2.0,0.3,1.3,Natural gas-Performance boiler,715.4935685339278
Multi-family,Owner-occupied,D3,D3,0.4,0.3,0.2,1.3,Electricity-Heat pump,487.2173081379309
Multi-family,Owner-occupied,D3,D3,0.4,0.3,0.2,2.6,Natural gas-Performance boiler,5181.5975951632245
Multi-family,Owner-occupied,D3,D3,0.4,0.3,0.3,2.6,Electricity-Heat pump,1634.8844205950093
Multi-family,Owner-occupied,D3,D3,0.4,0.3,0.3,2.6,Electricity-Performance boiler,18556.584796351122
Multi-family,Owner-occupied,D3,D3,0.4,0.9,0.3,2.6,Natural gas-Standard boiler,12216.850936248336
Multi-family,Owner-occupied,D3,D3,0.4,0.9,0.3,2.6,Oil fuel-Standard boiler,227.8685042370892
Multi-family,Owner-occupied,D3,D3,0.4,0.9,0.3,2.6,Wood fuel-Standard boiler,57.56824005329822
Multi-family,Owner-occupied,D3,D3,0.4,0.9,2.5,2.6,Electricity-Heat pump,369.67131803262953
Multi-family,Owner-occupied,D3,D3,0.4,0.9,2.5,2.6,Natural gas-Performance boiler,4438.735113223802
Multi-family,Owner-occupied,D3,D3,0.4,0.9,2.5,2.6,Oil fuel-Performance boiler,255.0297437634675
Multi-family,Owner-occupied,D3,D3,0.4,0.9,2.5,2.6,Wood fuel-Performance boiler,15.385344625110534
Multi-family,Owner-occupied,D3,D3,0.4,0.9,2.5,3.0,Wood fuel-Standard boiler,103.70820140998417
Multi-family,Owner-occupied,D3,D3,0.4,2.0,0.3,2.6,Electricity-Heat pump,708.1028063723605
Multi-family,Owner-occupied,D3,D3,0.4,2.0,0.3,2.6,Electricity-Performance boiler,5778.74675678649
Multi-family,Owner-occupied,D3,D3,0.5,0.5,2.5,2.6,Electricity-Performance boiler,6988.816595370615
Multi-family,Owner-occupied,D3,D3,0.5,0.9,0.2,3.0,Wood fuel-Performance boiler,61.54137850044215
Multi-family,Owner-occupied,D3,D3,0.5,0.9,0.3,2.6,Natural gas-Performance boiler,12993.388240527856
Multi-family,Owner-occupied,D3,D3,0.5,0.9,0.3,2.6,Oil fuel-Performance boiler,1053.5701858389887
Multi-family,Owner-occupied,D3,D3,0.5,0.9,2.5,2.6,Electricity-Heat pump,501.51935922753194
Multi-family,Owner-occupied,D3,D3,0.5,0.9,2.5,3.0,Oil fuel-Standard boiler,708.1262143080629
Multi-family,Owner-occupied,D3,D3,0.5,2.0,2.5,2.6,Electricity-Performance boiler,5591.985662401103
Multi-family,Owner-occupied,D3,D3,1.0,0.9,0.3,3.0,Electricity-Performance boiler,7718.408722228282
Multi-family,Owner-occupied,D3,D3,1.0,0.9,0.3,3.0,Wood fuel-Standard boiler,64.1852587994719
Multi-family,Owner-occupied,D3,D3,1.0,0.9,0.5,4.3,Natural gas-Performance boiler,7260.735399110698
Multi-family,Owner-occupied,D3,D3,1.0,0.9,2.5,2.6,Natural gas-Standard boiler,22537.19569705904
Multi-family,Owner-occupied,D3,D3,1.0,2.0,2.5,3.0,Electricity-Performance boiler,858.0284892939609
Multi-family,Owner-occupied,D3,D3,1.0,2.0,2.5,3.0,Oil fuel-Performance boiler,688.0917792324746
Multi-family,Owner-occupied,D3,D3,1.0,2.0,2.5,4.3,Natural gas-Standard boiler,317.5204329717864
Multi-family,Owner-occupied,D3,D3,1.0,2.0,2.5,4.3,Oil fuel-Standard boiler,15.418521749349702
Multi-family,Owner-occupied,D3,D3,1.0,2.0,2.5,4.3,Wood fuel-Standard boiler,3.652616286551912
